wavelength,intensity
219.260,2297
219.382,2252
219.438,2095
219.527,2263
219.583,2211
219.649,2143
219.734,2245
219.844,2358
219.952,2146
220.008,2318
220.088,2199
220.171,2228
220.266,2256
220.372,2225
220.441,2254
220.508,2290
220.564,2199
220.658,2256
220.760,2176
220.819,2140
220.898,2122
220.977,2178
221.067,2378
221.163,2204
221.225,2241
221.312,2167
221.402,2331
221.490,2300
221.560,2236
221.675,2195
221.784,2150
221.857,2264
221.931,2239
222.018,2288
222.126,2310
222.216,2425
222.306,2238
222.395,2245
222.474,2331
222.590,2226
222.712,2205
222.782,2266
222.868,2131
222.947,2319
223.024,2234
223.107,2323
223.227,2239
223.296,2232
223.377,2193
223.447,2267
223.533,2287
223.641,2254
223.714,2222
223.829,2246
223.946,2311
224.052,2256
224.150,2164
224.260,2347
224.381,2162
224.460,2302
224.537,2191
224.623,2330
224.679,2309
224.786,2225
224.842,2262
224.912,2304
224.987,2294
225.078,2218
225.160,2209
225.282,2296
225.375,2156
225.485,2338
225.607,2222
225.671,2156
225.746,2337
225.868,2343
225.953,2336
226.017,2342
226.118,2195
226.188,2226
226.288,2289
226.344,2219
226.433,2213
226.506,2191
226.594,2228
226.668,2224
226.777,2233
226.833,2269
226.935,2221
227.011,2273
227.067,2221
227.173,2242
227.275,2160
227.362,2388
227.442,2314
227.526,2270
227.596,2248
227.705,2301
227.813,2280
227.884,2300
227.996,2254
228.111,2261
228.198,2242
228.284,2266
228.391,2348
228.513,2251
228.601,2367
228.694,2114
228.788,2219
228.865,2244
228.946,2261
229.031,2246
229.104,2254
229.160,2325
229.265,2346
229.387,2196
229.458,2305
229.556,2305
229.618,2318
229.735,2340
229.853,2219
229.943,2315
230.023,2207
230.132,2268
230.223,2346
230.302,2268
230.358,2270
230.414,2322
230.470,2211
230.592,2275
230.684,2213
230.780,2300
230.902,2298
231.013,2300
231.112,2269
231.230,2317
231.285,2285
231.374,2459
231.474,2264
231.573,2262
231.662,2324
231.751,2310
231.858,2340
231.939,2199
232.052,2189
232.136,2278
232.241,2211
232.306,2288
232.385,2349
232.470,2342
232.526,2285
232.609,2218
232.698,2303
232.762,2296
232.850,2228
232.914,2229
233.009,2216
233.095,2266
233.195,2178
233.259,2272
233.342,2230
233.452,2219
233.562,2217
233.653,2304
233.719,2189
233.808,2269
233.913,2309
234.014,2268
234.105,2236
234.182,2350
234.260,2222
234.380,2275
234.482,2278
234.572,2189
234.660,2302
234.717,2353
234.792,2251
234.881,2347
234.971,2419
235.027,2346
235.083,2279
235.149,2423
235.243,2296
235.331,2191
235.411,2323
235.517,2307
235.600,2352
235.693,2359
235.799,2328
235.855,2154
235.945,2234
236.034,2358
236.103,2340
236.205,2261
236.318,2414
236.397,2301
236.519,2196
236.602,2376
236.680,2313
236.785,2323
236.859,2287
236.963,2207
237.023,2332
237.145,2272
237.229,2219
237.317,2326
237.404,2248
237.500,2297
237.557,2271
237.613,2352
237.685,2202
237.755,2281
237.819,2324
237.903,2270
237.959,2174
238.073,2371
238.153,2296
238.247,2382
238.331,2173
238.436,2225
238.553,2272
238.642,2311
238.708,2303
238.802,2210
238.897,2247
238.953,2195
239.067,2331
239.123,2241
239.203,2233
239.293,2210
239.378,2227
239.449,2328
239.552,2324
239.645,2268
239.747,2262
239.847,2343
239.944,2355
240.045,2332
240.123,2283
240.179,2346
240.267,2435
240.345,2312
240.460,2241
240.543,2189
240.616,2286
240.738,2412
240.814,2262
240.920,2358
241.020,2287
241.109,2364
241.213,2209
241.294,2309
241.381,2207
241.479,2222
241.548,2344
241.609,2250
241.702,2283
241.761,2294
241.863,2385
241.967,2391
242.051,2290
242.156,2321
242.238,2357
242.311,2373
242.367,2275
242.435,2349
242.491,2345
242.573,2320
242.683,2421
242.766,2316
242.848,2320
242.939,2293
243.028,2323
243.104,2327
243.181,2221
243.242,2241
243.364,2384
243.439,2405
243.499,2258
243.588,2362
243.671,2366
243.770,2354
243.845,2366
243.952,2318
244.026,2342
244.134,2363
244.190,2266
244.251,2331
244.326,2299
244.415,2331
244.502,2366
244.576,2260
244.648,2356
244.703,2328
244.811,2370
244.910,2414
244.988,2330
245.097,2411
245.206,2426
245.299,2304
245.410,2388
245.506,2344
245.579,2283
245.649,2370
245.743,2323
245.823,2342
245.907,2425
246.005,2239
246.098,2386
246.167,2285
246.277,2399
246.367,2347
246.462,2354
246.556,2338
246.626,2333
246.714,2329
246.786,2400
246.883,2234
246.986,2439
247.054,2389
247.126,2330
247.211,2202
247.275,2283
247.365,2289
247.449,2238
247.518,2343
247.640,2445
247.753,2337
247.846,2351
247.912,2396
247.968,2485
248.055,2299
248.131,2279
248.195,2447
248.313,19336
248.380,10768
248.490,2370
248.546,2346
248.633,2309
248.755,2284
248.811,2229
248.902,2413
249.006,2379
249.111,2247
249.225,2284
249.325,2362
249.381,2360
249.462,2422
249.584,2308
249.675,2476
249.761,2369
249.883,2304
249.996,2279
250.063,2358
250.119,2431
250.212,2363
250.268,2367
250.342,2370
250.400,2299
250.518,2317
250.624,2399
250.727,2223
250.790,2352
250.858,2374
250.962,2347
251.061,2498
251.162,2341
251.220,2465
251.305,2445
251.365,2378
251.424,2491
251.490,2344
251.601,4956
251.667,3521
251.759,2309
251.863,2269
251.944,2342
252.025,2327
252.081,2310
252.174,2308
252.277,2361
252.358,2235
252.444,2252
252.532,2328
252.651,2289
252.754,2357
252.850,2297
252.943,2410
253.017,2239
253.133,2294
253.203,2521
253.294,2376
253.381,2341
253.482,2491
253.562,2184
253.647,2267
253.741,2465
253.824,2320
253.939,2427
254.026,2242
254.133,2263
254.245,2309
254.354,2294
254.410,2160
254.497,2328
254.590,2346
254.712,2326
254.834,2317
254.956,2280
255.054,2486
255.116,2321
255.223,2355
255.305,2452
255.374,2387
255.487,2295
255.609,2287
255.684,2294
255.772,2382
255.853,2298
255.909,2334
255.999,2341
256.055,2371
256.140,2505
256.237,2324
256.357,2254
256.448,2361
256.534,2283
256.621,2389
256.727,2154
256.783,2349
256.879,2277
256.974,2363
257.038,2239
257.141,2314
257.243,2285
257.299,2381
257.381,2287
257.461,2280
257.541,3034
257.597,5149
257.671,3376
257.758,2495
257.829,2313
257.914,2397
257.997,2318
258.072,2216
258.128,2301
258.217,2425
258.317,2489
258.425,2168
258.532,2535
258.592,2302
258.687,2370
258.743,2357
258.825,2369
258.936,2436
259.002,2362
259.067,2355
259.132,2431
259.192,2300
259.293,2815
259.349,4322
259.428,3437
259.534,2343
259.605,2342
259.722,2372
259.841,2928
259.918,10924
260.023,3744
260.143,2246
260.265,2469
260.351,2440
260.436,2341
260.531,2437
260.609,2358
260.686,2523
260.763,2275
260.852,2313
260.974,2321
261.064,2310
261.132,2374
261.242,2403
261.323,2337
261.426,2258
261.498,2271
261.593,2413
261.672,2345
261.761,2386
261.822,2386
261.922,2396
262.032,2351
262.109,2350
262.186,2378
262.300,2436
262.356,2334
262.478,2401
262.579,2344
262.671,2270
262.752,2419
262.861,2574
262.948,2316
263.029,2389
263.126,2301
263.210,2426
263.293,2428
263.360,2288
263.427,2357
263.483,2386
263.551,2408
263.625,2380
263.712,2359
263.802,2479
263.895,2240
263.963,2383
264.067,2431
264.174,2441
264.272,2300
264.328,2292
264.421,2463
264.477,2365
264.550,2365
264.642,2423
264.723,2363
264.803,2383
264.869,2442
264.954,2382
265.053,2361
265.144,2368
265.232,2343
265.310,2407
265.378,2414
265.472,2305
265.548,2376
265.637,2333
265.694,2439
265.780,2344
265.847,2408
265.958,2443
266.042,2351
266.130,2333
266.216,2399
266.302,2404
266.411,2397
266.513,2394
266.593,2426
266.649,2356
266.771,2365
266.871,2276
266.969,2306
267.087,2407
267.168,2345
267.224,2428
267.293,2334
267.360,2355
267.456,2346
267.553,2358
267.617,2486
267.719,2374
267.810,2298
267.918,2363
267.997,2431
268.071,2459
268.166,2465
268.253,2369
268.318,2430
268.374,2325
268.454,2465
268.559,2316
268.653,2369
268.748,2336
268.821,2407
268.916,2400
268.981,2419
269.099,2359
269.155,2455
269.228,2336
269.318,2365
269.429,2427
269.488,2448
269.579,2397
269.635,2435
269.724,2377
269.800,2405
269.889,2438
269.990,2404
270.057,2361
270.142,2423
270.198,2370
270.260,2315
270.355,2414
270.417,2386
270.479,2434
270.535,2421
270.638,2292
270.700,2312
270.765,2348
270.856,2322
270.944,2378
271.066,2434
271.122,2430
271.190,2358
271.282,2451
271.359,2463
271.416,2408
271.522,2475
271.611,2387
271.683,2377
271.771,2691
271.842,8581
271.901,16517
271.996,4305
272.085,2472
272.178,2368
272.234,2402
272.301,2489
272.400,2479
272.501,2491
272.576,2397
272.649,2453
272.736,2332
272.854,2404
272.959,2517
273.079,2406
273.202,2306
273.275,2330
273.349,2319
273.438,2363
273.542,2453
273.619,2457
273.725,2486
273.781,2364
273.858,2522
273.972,2396
274.084,2414
274.168,2378
274.281,2437
274.360,2475
274.440,2411
274.538,2438
274.611,2483
274.667,2468
274.749,2424
274.865,2333
274.961,2323
275.059,2414
275.147,2557
275.238,2447
275.346,2442
275.467,2533
275.523,2436
275.616,2318
275.713,2520
275.835,2510
275.900,2351
276.000,2438
276.057,2476
276.142,2498
276.198,2453
276.287,2429
276.378,2490
276.464,2357
276.560,2474
276.643,2383
276.718,2275
276.824,2397
276.880,2429
276.970,2437
277.085,2425
277.189,2339
277.254,2429
277.339,2484
277.420,2413
277.523,2487
277.620,2434
277.687,2426
277.780,2409
277.860,2422
277.961,2449
278.026,2395
278.142,2437
278.224,2535
278.298,2404
278.397,2266
278.477,2492
278.561,2346
278.643,2437
278.716,2456
278.801,2465
278.857,2471
278.940,2431
279.038,2460
279.109,2442
279.192,2441
279.275,2394
279.377,2537
279.454,4545
279.525,3958
279.607,2438
279.717,2487
279.815,2410
279.899,2486
279.996,2480
280.101,2560
280.187,2458
280.293,2318
280.403,2511
280.505,2508
280.560,2405
280.636,2407
280.716,2424
280.782,2474
280.884,2545
280.984,2366
281.058,2369
281.141,2447
281.249,2467
281.342,2411
281.416,2377
281.521,2356
281.637,2487
281.734,2393
281.824,2439
281.880,2511
281.994,2333
282.086,2358
282.186,2378
282.286,2416
282.375,2562
282.436,2485
282.516,2480
282.602,2470
282.667,2457
282.789,2453
282.893,2394
283.002,2468
283.112,2337
283.212,2479
283.268,2528
283.378,2505
283.455,2497
283.525,2343
283.592,2462
283.675,2388
283.772,2406
283.833,2463
283.903,2352
283.970,2461
284.070,2474
284.169,2424
284.273,2464
284.329,2397
284.432,2393
284.523,2414
284.630,2419
284.734,2391
284.815,2445
284.871,2497
284.927,2394
284.994,2475
285.099,2540
285.191,2395
285.282,2410
285.342,2521
285.408,2435
285.477,2525
285.599,2468
285.682,2348
285.779,2540
285.838,2400
285.923,2437
285.992,2468
286.074,2604
286.182,2494
286.280,2472
286.370,2398
286.454,2467
286.567,2443
286.679,2421
286.740,2512
286.822,2483
286.911,2363
287.029,2477
287.136,2493
287.202,2511
287.301,2405
287.382,2408
287.483,2378
287.538,2510
287.613,2502
287.703,2449
287.820,2394
287.898,2371
287.965,2510
288.044,2762
288.129,6172
288.247,3228
288.318,2496
288.381,2494
288.479,2535
288.602,2372
288.674,2405
288.776,2460
288.874,2393
288.979,2497
289.055,2412
289.153,2474
289.209,2426
289.331,2403
289.412,2366
289.474,2371
289.540,2559
289.637,2473
289.759,2398
289.815,2513
289.899,2420
290.001,2395
290.098,2506
290.163,2539
290.273,2457
290.350,2317
290.437,2511
290.513,2442
290.625,2413
290.710,2489
290.817,2382
290.917,2353
291.020,2411
291.126,2378
291.205,2509
291.261,2637
291.317,2476
291.373,2445
291.480,2418
291.537,2550
291.618,2417
291.674,2455
291.744,2453
291.799,2533
291.867,2433
291.931,2453
292.010,2504
292.104,2426
292.205,2567
292.261,2513
292.331,2481
292.432,2503
292.511,2479
292.609,2340
292.731,2481
292.830,2458
292.915,2524
292.997,2539
293.064,2480
293.120,2523
293.176,2504
293.271,3762
293.355,3625
293.450,2427
293.550,2519
293.625,2495
293.690,2395
293.769,2397
293.856,2329
293.955,2436
294.034,2401
294.147,2514
294.248,2564
294.336,2404
294.429,2527
294.539,2445
294.640,2488
294.718,2579
294.795,2554
294.884,2463
294.984,2498
295.040,2482
295.114,2410
295.184,2501
295.270,2463
295.341,2530
295.414,2625
295.470,2385
295.592,2518
295.667,2470
295.764,2479
295.859,2497
295.969,2446
296.069,2429
296.152,2556
296.262,2428
296.365,2351
296.481,2490
296.549,2479
296.605,2483
296.668,2442
296.733,2501
296.803,2405
296.861,2344
296.972,2475
297.073,2417
297.163,2453
297.268,2442
297.377,2477
297.433,2600
297.514,2490
297.586,2518
297.679,2439
297.743,2363
297.821,2457
297.903,2464
297.994,2399
298.099,2465
298.172,2565
298.270,2511
298.338,2459
298.434,2561
298.542,2429
298.632,2455
298.711,2456
298.803,2522
298.892,2448
298.975,2571
299.047,2457
299.137,2428
299.193,2542
299.262,2548
299.361,2502
299.434,2408
299.515,2552
299.601,2568
299.686,2403
299.742,2537
299.847,2473
299.938,2365
300.019,2449
300.105,2473
300.179,2513
300.250,2455
300.347,2449
300.433,2429
300.489,2518
300.574,2447
300.676,2500
300.781,2509
300.858,2463
300.930,2515
301.047,2584
301.107,2491
301.200,2404
301.300,2510
301.390,2550
301.501,2464
301.598,2566
301.680,2455
301.757,2501
301.822,2526
301.927,3083
301.993,10296
302.085,21145
302.160,5935
302.260,2419
302.373,2537
302.454,2509
302.554,2469
302.633,2571
302.702,2484
302.772,2389
302.877,2564
302.957,2473
303.026,2614
303.127,2425
303.209,2525
303.286,2527
303.370,2415
303.452,2412
303.543,2513
303.626,2456
303.727,2546
303.843,2440
303.933,2415
304.020,2487
304.103,2513
304.202,2508
304.293,2486
304.408,2504
304.508,2487
304.610,2587
304.688,2461
304.775,2529
304.869,2420
304.967,2479
305.045,2586
305.167,2538
305.257,2438
305.330,2400
305.404,2505
305.509,2545
305.631,2441
305.687,2483
305.803,2500
305.899,2430
305.981,2432
306.054,2479
306.137,2553
306.215,2423
306.300,2594
306.402,2530
306.505,2499
306.594,2575
306.685,2500
306.763,2467
306.879,2510
306.947,2482
307.049,2413
307.122,2443
307.203,2569
307.296,2528
307.397,2520
307.488,2634
307.579,2638
307.654,2428
307.724,2505
307.790,2461
307.859,2572
307.927,2537
308.039,2416
308.121,2507
308.194,2452
308.292,2473
308.389,2684
308.477,2368
308.558,2461
308.640,2461
308.739,2553
308.825,2467
308.908,2521
308.998,2652
309.076,2485
309.197,2496
309.284,2550
309.347,2562
309.457,2494
309.563,2452
309.639,2595
309.727,2366
309.796,2564
309.888,2580
309.960,2570
310.039,2524
310.127,2380
310.221,2539
310.301,2595
310.402,2469
310.458,2440
310.520,2450
310.624,2463
310.680,2616
310.746,2631
310.816,2508
310.872,2498
310.992,2671
311.066,2605
311.142,2454
311.217,2536
311.312,2466
311.425,2509
311.499,2545
311.582,2488
311.647,2528
311.721,2559
311.807,2528
311.893,2496
311.980,2458
312.059,2511
312.147,2513
312.209,2580
312.289,2500
312.350,2593
312.459,2580
312.550,2572
312.647,2548
312.703,2452
312.820,2555
312.902,2530
312.979,2489
313.048,2509
313.122,2450
313.185,2542
313.261,2487
313.361,2609
313.451,2648
313.560,2576
313.682,2670
313.769,2578
313.825,2522
313.942,2603
314.020,2419
314.126,2618
314.234,2529
314.340,2532
314.424,2593
314.514,2463
314.572,2444
314.670,2556
314.750,2580
314.857,2405
314.915,2622
315.004,2549
315.081,2559
315.137,2463
315.217,2586
315.317,2559
315.373,2683
315.462,2511
315.532,2589
315.601,2512
315.674,2428
315.771,2676
315.841,2577
315.940,2541
316.057,2501
316.154,2546
316.253,2639
316.360,2589
316.441,2553
316.520,2536
316.597,2491
316.678,2590
316.753,2460
316.816,2546
316.907,2599
316.985,2565
317.080,2598
317.161,2590
317.260,2542
317.363,2451
317.457,2587
317.572,2628
317.638,2479
317.694,2455
317.780,2574
317.856,2532
317.935,2536
318.049,2494
318.149,2561
318.260,2576
318.347,2393
318.433,2590
318.516,2652
318.597,2658
318.689,2473
318.774,2571
318.842,2517
318.949,2491
319.029,2620
319.092,2526
319.191,2521
319.290,2572
319.346,2474
319.413,2549
319.535,2532
319.655,2547
319.748,2588
319.861,2524
319.941,2441
320.047,2552
320.142,2546
320.226,2495
320.282,2577
320.342,2536
320.419,2623
320.511,2649
320.610,2602
320.707,2537
320.788,2532
320.871,2589
320.986,2500
321.078,2578
321.183,2481
321.249,2520
321.329,2625
321.446,2439
321.507,2524
321.589,2543
321.698,2586
321.774,2599
321.871,2525
321.939,2532
322.034,2615
322.117,2607
322.201,2542
322.319,2548
322.430,2572
322.546,2576
322.638,2649
322.716,2531
322.825,2554
322.935,2647
323.022,2564
323.136,2590
323.227,2530
323.326,2538
323.415,2616
323.494,2493
323.610,2570
323.701,2480
323.768,2560
323.891,2589
323.990,2556
324.097,2540
324.154,2559
324.228,2492
324.296,2551
324.375,2514
324.456,2574
324.538,2561
324.624,2582
324.719,2486
324.821,2573
324.894,2488
324.986,2501
325.087,2615
325.209,2598
325.313,2572
325.421,2434
325.500,2609
325.559,2631
325.630,2610
325.735,2509
325.802,2588
325.858,2509
325.951,2591
326.059,2544
326.166,2568
326.257,2559
326.338,2548
326.448,2573
326.550,2560
326.632,2679
326.748,2575
326.842,2531
326.920,2535
327.042,2531
327.108,2589
327.230,2653
327.319,2591
327.375,2543
327.469,2541
327.591,2670
327.685,2665
327.796,2584
327.865,2632
327.921,2577
328.013,2613
328.116,2646
328.208,2603
328.323,2610
328.379,2570
328.448,2517
328.542,2642
328.630,2610
328.750,2469
328.841,2598
328.921,2540
329.015,2580
329.106,2567
329.192,2603
329.286,2584
329.387,2513
329.483,2655
329.553,2579
329.609,2552
329.720,2578
329.785,2674
329.850,2446
329.924,2647
329.979,2563
330.035,2578
330.103,2596
330.185,2486
330.291,2701
330.380,2451
330.449,2639
330.541,2623
330.657,2547
330.744,2595
330.836,2487
330.941,2746
331.022,2596
331.078,2552
331.183,2631
331.297,2596
331.396,2516
331.475,2564
331.597,2570
331.677,2689
331.759,2703
331.822,2577
331.912,2610
332.020,2669
332.110,2620
332.232,2573
332.321,2582
332.412,2503
332.519,2683
332.634,2527
332.751,2663
332.863,2627
332.972,2584
333.095,2589
333.150,2520
333.273,2549
333.331,2628
333.408,2608
333.467,2581
333.546,2581
333.657,2622
333.717,2586
333.821,2598
333.932,2731
334.011,2542
334.101,2602
334.175,2533
334.255,2528
334.343,2546
334.444,2545
334.532,2561
334.621,2631
334.715,2615
334.803,2616
334.875,2594
334.931,2539
334.995,2525
335.052,2624
335.159,2609
335.237,2520
335.331,2536
335.430,2621
335.548,2657
335.627,2743
335.734,2504
335.794,2598
335.903,2636
335.980,2694
336.098,2696
336.156,2653
336.278,2518
336.334,2575
336.446,2579
336.541,2515
336.620,2584
336.689,2643
336.806,2550
336.898,2567
336.998,2638
337.079,2555
337.172,2536
337.244,2598
337.302,2703
337.417,2654
337.495,2717
337.567,2528
337.680,2560
337.744,2583
337.829,2576
337.913,2565
338.012,2527
338.094,2592
338.202,2603
338.293,2555
338.390,2559
338.446,2457
338.562,2718
338.645,2510
338.730,2650
338.788,2473
338.901,2673
338.972,2536
339.028,2745
339.094,2640
339.193,2698
339.286,2536
339.377,2672
339.450,2578
339.506,2550
339.599,2623
339.689,2583
339.795,2645
339.876,2624
339.954,2552
340.051,2549
340.125,2662
340.244,2484
340.300,2525
340.369,2597
340.491,2550
340.613,2676
340.697,2636
340.771,2620
340.840,2636
340.929,2594
341.022,2701
341.109,2673
341.190,2658
341.276,2595
341.370,2883
341.430,6057
341.536,4884
341.606,2678
341.662,2556
341.751,2562
341.808,2633
341.918,2633
342.021,2677
342.098,2695
342.201,2633
342.276,2543
342.332,2527
342.411,2532
342.519,2513
342.610,2606
342.676,2574
342.778,2671
342.900,2490
342.967,2616
343.059,2550
343.114,2653
343.181,2526
343.247,2609
343.336,2703
343.399,2500
343.498,2548
343.564,2616
343.621,2403
343.730,2525
343.812,2562
343.906,2717
343.998,8185
344.106,10647
344.189,3098
344.245,2610
344.319,2638
344.419,2575
344.511,2785
344.586,6114
344.685,4673
344.774,2620
344.870,2575
344.946,2603
345.016,2549
345.094,2558
345.152,2700
345.255,2639
345.335,2631
345.395,2500
345.501,2696
345.592,2552
345.652,2551
345.708,2523
345.804,2639
345.900,2547
345.981,2677
346.060,2699
346.165,2577
346.264,2745
346.341,2658
346.463,2601
346.556,2724
346.612,2673
346.696,2679
346.799,2483
346.871,2523
346.936,2753
347.046,2559
347.109,2587
347.205,2603
347.305,2672
347.395,2501
347.485,2676
347.576,2616
347.639,2485
347.701,2567
347.802,2660
347.892,2724
347.949,2544
348.035,2598
348.138,2679
348.204,2662
348.305,2590
348.427,2637
348.483,2581
348.561,2623
348.646,2650
348.764,2653
348.857,2816
348.965,2491
349.021,2512
349.093,2618
349.184,2916
349.249,6386
349.321,8753
349.408,2732
349.524,2630
349.644,2620
349.745,2745
349.853,2592
349.945,2633
350.026,2635
350.129,2701
350.210,2607
350.271,2622
350.377,2590
350.451,2682
350.570,2685
350.662,2622
350.781,2561
350.882,2520
350.951,2607
351.065,2589
351.170,2639
351.260,2497
351.327,2680
351.400,3094
351.484,10425
351.577,4806
351.689,2586
351.762,2594
351.879,2691
351.982,2747
352.104,2622
352.202,2634
352.274,2653
352.341,2848
352.422,8625
352.519,5051
352.624,2634
352.705,2591
352.827,2676
352.943,2679
353.018,2673
353.074,2678
353.163,2597
353.248,2747
353.325,2558
353.424,2562
353.516,2598
