wavelength,intensity
194.353,2221
194.450,2177
194.572,2254
194.659,2123
194.782,2151
194.871,2124
194.965,2186
195.058,2233
195.162,2123
195.256,2321
195.337,2268
195.403,2213
195.495,2182
195.602,2098
195.707,2053
195.799,2160
195.910,2106
195.997,2007
196.093,2173
196.191,2234
196.250,2172
196.345,2128
196.423,2103
196.492,2119
196.583,2154
196.654,2150
196.729,2134
196.805,2101
196.903,2084
197.003,2215
197.088,2027
197.208,2255
197.297,2068
197.388,2105
197.454,2022
197.510,2197
197.607,2222
197.694,2107
197.766,2092
197.849,2179
197.937,2111
198.022,2204
198.123,2165
198.195,2098
198.286,2139
198.382,2273
198.471,2124
198.536,2138
198.627,2103
198.748,2143
198.844,2170
198.933,2131
199.055,2114
199.135,2218
199.191,2130
199.276,2172
199.344,2124
199.435,2074
199.509,2242
199.579,2133
199.697,2202
199.806,2252
199.909,2191
200.000,2116
200.083,2165
200.184,2191
200.261,2161
200.352,2213
200.466,2208
200.549,2120
200.641,2056
200.733,2224
200.795,2184
200.907,2299
201.003,2062
201.089,2256
201.211,2141
201.325,2172
201.423,2228
201.494,2211
201.591,2157
201.651,2143
201.768,2161
201.824,2233
201.936,2171
202.014,2190
202.070,2133
202.149,2136
202.215,2122
202.286,2202
202.356,2159
202.427,2183
202.532,2147
202.617,2170
202.690,2097
202.746,2209
202.832,2186
202.948,2214
203.020,2202
203.100,2058
203.156,2221
203.248,2261
203.305,2266
203.391,2159
203.470,2241
203.545,2132
203.634,2181
203.714,2177
203.781,2249
203.872,2297
203.954,2147
204.010,2163
204.071,2233
204.163,2176
204.233,2135
204.289,2216
204.403,2201
204.488,2218
204.579,2258
204.664,2124
204.760,2218
204.828,2181
204.907,2233
204.963,2230
205.074,2176
205.163,2063
205.219,2129
205.307,2234
205.364,2186
205.441,2172
205.527,2128
205.631,2137
205.693,2092
205.773,2120
205.862,2156
205.958,2145
206.054,2265
206.151,2203
206.237,2183
206.333,2146
206.409,2226
206.502,2197
206.557,2179
206.657,2222
206.754,2151
206.858,2190
206.947,2273
207.018,2145
207.107,2190
207.229,2316
207.322,2241
207.378,2215
207.465,2140
207.532,2220
207.602,2218
207.677,2075
207.795,2096
207.876,2218
207.962,2158
208.058,2187
208.157,2143
208.248,2217
208.370,2127
208.479,2203
208.569,2182
208.639,2274
208.747,2189
208.860,2203
208.975,2271
209.060,2209
209.136,2183
209.192,2147
209.285,2215
209.357,2060
209.470,2253
209.553,2256
209.611,2183
209.733,2171
209.791,2222
209.847,2179
209.913,2152
210.017,2238
210.124,2220
210.211,2074
210.313,2244
210.396,2113
210.499,2130
210.581,2201
210.682,2244
210.760,2219
210.856,2175
210.917,2156
211.008,2165
211.095,2167
211.152,2262
211.220,2184
211.314,2155
211.424,2197
211.506,2177
211.625,2272
211.696,2218
211.768,2115
211.824,2246
211.909,2216
211.994,2174
212.059,2175
212.153,2183
212.220,2211
212.321,2160
212.397,2241
212.488,2145
212.551,2215
212.668,2272
212.765,2228
212.821,2312
212.903,2250
213.003,2279
213.125,2270
213.212,2226
213.316,2282
213.396,2229
213.507,2193
213.563,2315
213.644,2240
213.730,2229
213.808,2185
213.907,2215
213.966,2221
214.067,2315
214.148,2253
214.217,2220
214.286,2253
214.348,2160
214.424,2150
214.515,2186
214.628,2314
214.698,2258
214.764,2259
214.844,2267
214.900,2273
214.997,2351
215.063,2246
215.119,2230
215.203,2187
215.300,2243
215.394,2157
215.497,2249
215.584,2183
215.677,2266
215.765,2322
215.858,2238
215.950,2211
216.044,2130
216.100,2161
216.163,2178
216.219,2190
216.311,2208
216.399,2141
216.486,2262
216.547,2224
216.655,2256
216.711,2087
216.802,2280
216.895,2206
216.991,2127
217.092,2225
217.195,2304
217.274,2230
217.338,2153
217.410,2244
217.493,2235
217.548,2323
217.604,2187
217.689,2230
217.764,2158
217.851,2273
217.934,2286
218.036,2291
218.124,2233
218.200,2344
218.267,2307
218.358,2198
218.437,2201
218.505,2245
218.591,2223
218.665,2300
218.751,2215
218.828,2260
218.925,2249
218.993,2206
219.073,2269
219.176,2249
219.260,2238
219.382,2208
219.438,2222
219.527,2262
219.583,2294
219.649,2222
219.734,2270
219.844,2260
219.952,2214
220.008,2308
220.088,2158
220.171,2289
220.266,2234
220.372,2169
220.441,2147
220.508,2167
220.564,2206
220.658,2377
220.760,2170
220.819,2368
220.898,2144
220.977,2228
221.067,2196
221.163,2298
221.225,2329
221.312,2194
221.402,2285
221.490,2173
221.560,2216
221.675,2097
221.784,2212
221.857,2137
221.931,2260
222.018,2273
222.126,2192
222.216,2213
222.306,2189
222.395,2221
222.474,2269
222.590,2205
222.712,2245
222.782,2236
222.868,2227
222.947,2240
223.024,2243
223.107,2335
223.227,2248
223.296,2231
223.377,2265
223.447,2266
223.533,2192
223.641,2172
223.714,2239
223.829,2323
223.946,2245
224.052,2326
224.150,2269
224.260,2345
224.381,2288
224.460,2213
224.537,2320
224.623,2170
224.679,2248
224.786,2276
224.842,2171
224.912,2261
224.987,2191
225.078,2247
225.160,2198
225.282,2193
225.375,2262
225.485,2348
225.607,2232
225.671,2255
225.746,2255
225.868,2201
225.953,2169
226.017,2348
226.118,2256
226.188,2244
226.288,2295
226.344,2173
226.433,2171
226.506,2216
226.594,2329
226.668,2283
226.777,2337
226.833,2277
226.935,2187
227.011,2322
227.067,2356
227.173,2190
227.275,2175
227.362,2299
227.442,2337
227.526,2308
227.596,2344
227.705,2196
227.813,2390
227.884,2215
227.996,2327
228.111,2332
228.198,2318
228.284,2218
228.391,2302
228.513,2369
228.601,2159
228.694,2376
228.788,2253
228.865,2406
228.946,2297
229.031,2326
229.104,2340
229.160,2218
229.265,2318
229.387,2200
229.458,2222
229.556,2271
229.618,2249
229.735,2327
229.853,2237
229.943,2241
230.023,2334
230.132,2324
230.223,2336
230.302,2282
230.358,2359
230.414,2345
230.470,2309
230.592,2376
230.684,2373
230.780,2282
230.902,2292
231.013,2271
231.112,2251
231.230,2275
231.285,2309
231.374,2239
231.474,2237
231.573,2190
231.662,2200
231.751,2244
231.858,2276
231.939,2382
232.052,2318
232.136,2281
232.241,2186
232.306,2280
232.385,2340
232.470,2301
232.526,2174
232.609,2309
232.698,2237
232.762,2237
232.850,2160
232.914,2374
233.009,2344
233.095,2261
233.195,2347
233.259,2207
233.342,2345
233.452,2240
233.562,2271
233.653,2269
233.719,2349
233.808,2223
233.913,2355
234.014,2329
234.105,2324
234.182,2198
234.260,2390
234.380,2252
234.482,2269
234.572,2262
234.660,2303
234.717,2185
234.792,2338
234.881,2253
234.971,2324
235.027,2359
235.083,2303
235.149,2299
235.243,2280
235.331,2266
235.411,2308
235.517,2325
235.600,2413
235.693,2312
235.799,2311
235.855,2327
235.945,2239
236.034,2243
236.103,2278
236.205,2277
236.318,2284
236.397,2227
236.519,2307
236.602,2245
236.680,2322
236.785,2279
236.859,2312
236.963,2304
237.023,2181
237.145,2281
237.229,2229
237.317,2423
237.404,2182
237.500,2385
237.557,2151
237.613,2423
237.685,2327
237.755,2292
237.819,2253
237.903,2274
237.959,2215
238.073,2373
238.153,2273
238.247,2324
238.331,2293
238.436,2334
238.553,2373
238.642,2287
238.708,2215
238.802,2262
238.897,2214
238.953,2295
239.067,2320
239.123,2308
239.203,2407
239.293,2380
239.378,2348
239.449,2252
239.552,2336
239.645,2319
239.747,2357
239.847,2332
239.944,2440
240.045,2358
240.123,2366
240.179,2416
240.267,2198
240.345,2283
240.460,2240
240.543,2259
240.616,2286
240.738,2351
240.814,2379
240.920,2345
241.020,2452
241.109,2249
241.213,2283
241.294,2326
241.381,2256
241.479,2270
241.548,2423
241.609,2281
241.702,2296
241.761,2239
241.863,2254
241.967,2271
242.051,2188
242.156,2322
242.238,2433
242.311,2292
242.367,2257
242.435,2328
242.491,2244
242.573,2232
242.683,2215
242.766,2324
242.848,2380
242.939,2308
243.028,2232
243.104,2275
243.181,2309
243.242,2408
243.364,2391
243.439,2403
243.499,2383
243.588,2289
243.671,2366
243.770,2351
243.845,2342
243.952,2267
244.026,2384
244.134,2401
244.190,2393
244.251,2413
244.326,2172
244.415,2303
244.502,2332
244.576,2311
244.648,2329
244.703,2399
244.811,2315
244.910,2293
244.988,2402
245.097,2307
245.206,2384
245.299,2369
245.410,2346
245.506,2244
245.579,2308
245.649,2387
245.743,2405
245.823,2420
245.907,2335
246.005,2456
246.098,2346
246.167,2299
246.277,2404
246.367,2273
246.462,2351
246.556,2400
246.626,2321
246.714,2341
246.786,2395
246.883,2247
246.986,2426
247.054,2381
247.126,2258
247.211,2302
247.275,2388
247.365,2333
247.449,2259
247.518,2395
247.640,2321
247.753,2351
247.846,2210
247.912,2434
247.968,2336
248.055,2241
248.131,2245
248.195,2448
248.313,19745
248.380,10733
248.490,2256
248.546,2279
248.633,2375
248.755,2342
248.811,2353
248.902,2414
249.006,2337
249.111,2322
249.225,2336
249.325,2359
249.381,2428
249.462,2304
249.584,2367
249.675,2328
249.761,2379
249.883,2404
249.996,2439
250.063,2238
250.119,2355
250.212,2420
250.268,2270
250.342,2347
250.400,2312
250.518,2382
250.624,2397
250.727,2291
250.790,2301
250.858,2264
250.962,2315
251.061,2353
251.162,2405
251.220,2348
251.305,2309
251.365,2348
251.424,2306
251.490,2318
251.601,5156
251.667,3426
251.759,2279
251.863,2328
251.944,2301
252.025,2438
252.081,2347
252.174,2409
252.277,2291
252.358,2365
252.444,2434
252.532,2320
252.651,2405
252.754,2346
252.850,2387
252.943,2341
253.017,2333
253.133,2333
253.203,2326
253.294,2227
253.381,2294
253.482,2373
253.562,2325
253.647,2425
253.741,2406
253.824,2402
253.939,2203
254.026,2369
254.133,2435
254.245,2349
254.354,2314
254.410,2459
254.497,2240
254.590,2435
254.712,2364
254.834,2354
254.956,2431
255.054,2268
255.116,2411
255.223,2340
255.305,2299
255.374,2382
255.487,2293
255.609,2291
255.684,2380
255.772,2343
255.853,2380
255.909,2334
255.999,2332
256.055,2351
256.140,2354
256.237,2346
256.357,2258
256.448,2321
256.534,2310
256.621,2399
256.727,2354
256.783,2454
256.879,2284
256.974,2326
257.038,2335
257.141,2382
257.243,2401
257.299,2357
257.381,2405
257.461,2319
257.541,3070
257.597,5154
257.671,3327
257.758,2372
257.829,2515
257.914,2355
257.997,2421
258.072,2338
258.128,2461
258.217,2355
258.317,2393
258.425,2304
258.532,2345
258.592,2428
258.687,2337
258.743,2431
258.825,2423
258.936,2309
259.002,2402
259.067,2399
259.132,2263
259.192,2304
259.293,2816
259.349,4337
259.428,3510
259.534,2428
259.605,2363
259.722,2360
259.841,2901
259.918,10973
260.023,3838
260.143,2338
260.265,2142
260.351,2470
260.436,2277
260.531,2365
260.609,2319
260.686,2436
260.763,2410
260.852,2382
260.974,2402
261.064,2298
261.132,2387
261.242,2387
261.323,2400
261.426,2391
261.498,2323
261.593,2331
261.672,2402
261.761,2404
261.822,2438
261.922,2265
262.032,2424
262.109,2344
262.186,2355
262.300,2492
262.356,2448
262.478,2407
262.579,2418
262.671,2470
262.752,2363
262.861,2338
262.948,2393
263.029,2296
263.126,2440
263.210,2359
263.293,2369
263.360,2304
263.427,2318
263.483,2404
263.551,2476
263.625,2262
263.712,2336
263.802,2303
263.895,2446
263.963,2494
264.067,2468
264.174,2416
264.272,2381
264.328,2305
264.421,2374
264.477,2400
264.550,2352
264.642,2457
264.723,2388
264.803,2375
264.869,2453
264.954,2318
265.053,2374
265.144,2400
265.232,2292
265.310,2397
265.378,2505
265.472,2440
265.548,2357
265.637,2357
265.694,2424
265.780,2271
265.847,2330
265.958,2457
266.042,2387
266.130,2332
266.216,2487
266.302,2337
266.411,2368
266.513,2379
266.593,2380
266.649,2486
266.771,2467
266.871,2394
266.969,2280
267.087,2425
267.168,2431
267.224,2415
267.293,2399
267.360,2370
267.456,2427
267.553,2376
267.617,2405
267.719,2505
267.810,2418
267.918,2420
267.997,2340
268.071,2379
268.166,2398
268.253,2336
268.318,2373
268.374,2416
268.454,2408
268.559,2359
268.653,2286
268.748,2330
268.821,2350
268.916,2292
268.981,2444
269.099,2356
269.155,2363
269.228,2443
269.318,2429
269.429,2366
269.488,2419
269.579,2432
269.635,2357
269.724,2344
269.800,2357
269.889,2388
269.990,2417
270.057,2284
270.142,2447
270.198,2366
270.260,2374
270.355,2484
270.417,2518
270.479,2293
270.535,2268
270.638,2482
270.700,2467
270.765,2373
270.856,2526
270.944,2403
271.066,2286
271.122,2394
271.190,2464
271.282,2515
271.359,2350
271.416,2402
271.522,2400
271.611,2293
271.683,2560
271.771,2651
271.842,8312
271.901,16505
271.996,4217
272.085,2369
272.178,2452
272.234,2484
272.301,2301
272.400,2382
272.501,2462
272.576,2357
272.649,2510
272.736,2450
272.854,2483
272.959,2298
273.079,2435
273.202,2444
273.275,2357
273.349,2353
273.438,2372
273.542,2426
273.619,2298
273.725,2430
273.781,2388
273.858,2343
273.972,2465
274.084,2413
274.168,2337
274.281,2358
274.360,2472
274.440,2294
274.538,2332
274.611,2385
274.667,2436
274.749,2432
274.865,2461
274.961,2546
275.059,2482
275.147,2439
275.238,2373
275.346,2424
275.467,2419
275.523,2495
275.616,2338
275.713,2435
275.835,2417
275.900,2478
276.000,2429
276.057,2421
276.142,2391
276.198,2492
276.287,2384
276.378,2321
276.464,2381
276.560,2485
276.643,2495
276.718,2417
276.824,2445
276.880,2455
276.970,2351
277.085,2322
277.189,2413
277.254,2560
277.339,2464
277.420,2388
277.523,2474
277.620,2439
277.687,2500
277.780,2400
277.860,2450
277.961,2482
278.026,2298
278.142,2402
278.224,2505
278.298,2415
278.397,2620
278.477,2276
278.561,2452
278.643,2405
278.716,2459
278.801,2458
278.857,2330
278.940,2480
279.038,2412
279.109,2414
279.192,2493
279.275,2404
279.377,2612
279.454,4543
279.525,3991
279.607,2537
279.717,2444
279.815,2380
279.899,2372
279.996,2471
280.101,2370
280.187,2396
280.293,2417
280.403,2433
280.505,2394
280.560,2333
280.636,2442
280.716,2445
280.782,2402
280.884,2506
280.984,2364
281.058,2506
281.141,2500
281.249,2433
281.342,2537
281.416,2406
281.521,2446
281.637,2465
281.734,2469
281.824,2535
281.880,2435
281.994,2394
282.086,2357
282.186,2488
282.286,2402
282.375,2398
282.436,2477
282.516,2427
282.602,2411
282.667,2473
282.789,2522
282.893,2392
283.002,2487
283.112,2465
283.212,2357
283.268,2388
283.378,2446
283.455,2453
283.525,2476
283.592,2467
283.675,2463
283.772,2356
283.833,2359
283.903,2603
283.970,2509
284.070,2478
284.169,2473
284.273,2428
284.329,2531
284.432,2446
284.523,2457
284.630,2495
284.734,2516
284.815,2443
284.871,2562
284.927,2328
284.994,2387
285.099,2532
285.191,2429
285.282,2391
285.342,2442
285.408,2428
285.477,2305
285.599,2497
285.682,2379
285.779,2425
285.838,2530
285.923,2364
285.992,2520
286.074,2518
286.182,2416
286.280,2431
286.370,2380
286.454,2445
286.567,2381
286.679,2425
286.740,2471
286.822,2437
286.911,2482
287.029,2576
287.136,2451
287.202,2484
287.301,2549
287.382,2532
287.483,2388
287.538,2315
287.613,2396
287.703,2567
287.820,2442
287.898,2528
287.965,2391
288.044,2568
288.129,6040
288.247,3145
288.318,2438
288.381,2439
288.479,2503
288.602,2436
288.674,2410
288.776,2467
288.874,2447
288.979,2499
289.055,2340
289.153,2388
289.209,2441
289.331,2308
289.412,2462
289.474,2457
289.540,2432
289.637,2433
289.759,2469
289.815,2479
289.899,2507
290.001,2398
290.098,2604
290.163,2428
290.273,2448
290.350,2509
290.437,2586
290.513,2427
290.625,2523
290.710,2419
290.817,2556
290.917,2393
291.020,2420
291.126,2449
291.205,2403
291.261,2389
291.317,2471
291.373,2489
291.480,2419
291.537,2455
291.618,2504
291.674,2451
291.744,2479
291.799,2357
291.867,2489
291.931,2389
292.010,2437
292.104,2416
292.205,2417
292.261,2396
292.331,2520
292.432,2358
292.511,2420
292.609,2450
292.731,2477
292.830,2526
292.915,2524
292.997,2400
293.064,2474
293.120,2434
293.176,2501
293.271,3889
293.355,3500
293.450,2398
293.550,2482
293.625,2304
293.690,2540
293.769,2504
293.856,2470
293.955,2432
294.034,2456
294.147,2502
294.248,2541
294.336,2498
294.429,2402
294.539,2579
294.640,2456
294.718,2552
294.795,2491
294.884,2558
294.984,2526
295.040,2526
295.114,2535
295.184,2497
295.270,2509
295.341,2614
295.414,2374
295.470,2475
295.592,2455
295.667,2497
295.764,2465
295.859,2399
295.969,2436
296.069,2535
296.152,2440
296.262,2438
296.365,2558
296.481,2509
296.549,2354
296.605,2443
296.668,2475
296.733,2407
296.803,2401
296.861,2478
296.972,2508
297.073,2383
297.163,2463
297.268,2519
297.377,2368
297.433,2337
297.514,2473
297.586,2601
297.679,2483
297.743,2473
297.821,2474
297.903,2385
297.994,2522
298.099,2477
298.172,2503
298.270,2528
298.338,2443
298.434,2436
298.542,2473
298.632,2484
298.711,2527
298.803,2441
298.892,2538
298.975,2485
299.047,2481
299.137,2497
299.193,2470
299.262,2474
299.361,2551
299.434,2464
299.515,2564
299.601,2445
299.686,2423
299.742,2448
299.847,2448
299.938,2496
300.019,2496
300.105,2424
300.179,2552
300.250,2441
300.347,2569
300.433,2548
300.489,2347
300.574,2449
300.676,2547
300.781,2453
300.858,2512
300.930,2506
301.047,2548
301.107,2567
301.200,2408
301.300,2478
301.390,2502
301.501,2458
301.598,2358
301.680,2433
301.757,2565
301.822,2480
301.927,2979
301.993,10302
302.085,21505
302.160,5956
302.260,2572
302.373,2495
302.454,2494
302.554,2431
302.633,2416
302.702,2557
302.772,2351
302.877,2519
302.957,2556
303.026,2480
303.127,2421
303.209,2441
303.286,2406
303.370,2446
303.452,2504
303.543,2586
303.626,2472
303.727,2473
303.843,2388
303.933,2512
304.020,2539
304.103,2404
304.202,2627
304.293,2549
304.408,2654
304.508,2480
304.610,2601
304.688,2574
304.775,2539
304.869,2529
304.967,2425
305.045,2582
305.167,2464
305.257,2597
305.330,2416
305.404,2510
305.509,2511
305.631,2415
305.687,2540
305.803,2621
305.899,2574
305.981,2568
306.054,2489
306.137,2462
306.215,2471
306.300,2483
306.402,2556
306.505,2592
306.594,2462
306.685,2453
306.763,2511
306.879,2566
306.947,2464
307.049,2512
307.122,2591
307.203,2382
307.296,2481
307.397,2421
307.488,2458
307.579,2621
307.654,2483
307.724,2494
307.790,2541
307.859,2660
307.927,2501
308.039,2403
308.121,2485
308.194,2506
308.292,2559
308.389,2457
308.477,2506
308.558,2528
308.640,2576
308.739,2651
308.825,2457
308.908,2534
308.998,2481
309.076,2458
309.197,2556
309.284,2433
309.347,2560
309.457,2487
309.563,2463
309.639,2528
309.727,2535
309.796,2527
309.888,2501
309.960,2515
310.039,2350
310.127,2468
310.221,2459
310.301,2376
310.402,2405
310.458,2595
310.520,2453
310.624,2513
310.680,2576
310.746,2434
310.816,2508
310.872,2572
310.992,2480
311.066,2555
311.142,2518
311.217,2557
311.312,2565
311.425,2457
311.499,2522
311.582,2561
311.647,2561
311.721,2485
311.807,2525
311.893,2508
311.980,2488
312.059,2499
312.147,2646
312.209,2447
312.289,2381
312.350,2600
312.459,2468
312.550,2566
312.647,2587
312.703,2524
312.820,2645
312.902,2443
312.979,2559
313.048,2530
313.122,2584
313.185,2506
313.261,2559
313.361,2564
313.451,2455
313.560,2464
313.682,2547
313.769,2581
313.825,2607
313.942,2601
314.020,2547
314.126,2454
314.234,2635
314.340,2484
314.424,2563
314.514,2482
314.572,2469
314.670,2558
314.750,2435
314.857,2555
314.915,2437
315.004,2539
315.081,2402
315.137,2422
315.217,2565
315.317,2414
315.373,2497
315.462,2538
315.532,2627
315.601,2555
315.674,2555
315.771,2536
315.841,2515
315.940,2554
316.057,2471
316.154,2646
316.253,2458
316.360,2470
316.441,2453
316.520,2489
316.597,2532
316.678,2572
316.753,2447
316.816,2499
316.907,2446
316.985,2500
317.080,2488
317.161,2492
317.260,2502
317.363,2465
317.457,2470
317.572,2519
317.638,2628
317.694,2479
317.780,2665
317.856,2685
317.935,2522
318.049,2580
318.149,2518
318.260,2537
318.347,2564
318.433,2688
318.516,2600
318.597,2635
318.689,2552
318.774,2603
318.842,2413
318.949,2541
319.029,2536
319.092,2506
319.191,2532
319.290,2519
319.346,2579
319.413,2573
319.535,2575
319.655,2537
319.748,2542
319.861,2610
319.941,2554
320.047,2556
320.142,2547
320.226,2460
320.282,2518
320.342,2480
320.419,2603
320.511,2560
320.610,2581
320.707,2512
320.788,2550
320.871,2622
320.986,2536
321.078,2519
321.183,2513
321.249,2564
321.329,2587
321.446,2519
321.507,2500
321.589,2675
321.698,2609
321.774,2525
321.871,2594
321.939,2650
322.034,2543
322.117,2530
322.201,2594
322.319,2483
322.430,2508
322.546,2514
322.638,2595
322.716,2671
322.825,2640
322.935,2579
323.022,2512
323.136,2564
323.227,2495
323.326,2519
323.415,2516
323.494,2511
323.610,2500
323.701,2558
323.768,2549
323.891,2532
323.990,2565
324.097,2598
324.154,2467
324.228,2606
324.296,2603
324.375,2558
324.456,2612
324.538,2662
324.624,2445
324.719,2534
324.821,2628
324.894,2439
324.986,2578
325.087,2505
325.209,2503
325.313,2591
325.421,2553
325.500,2567
325.559,2651
325.630,2573
325.735,2532
325.802,2490
325.858,2415
325.951,2560
326.059,2541
326.166,2593
326.257,2489
326.338,2649
326.448,2618
326.550,2614
326.632,2546
326.748,2519
326.842,2510
326.920,2562
327.042,2565
327.108,2455
327.230,2516
327.319,2524
327.375,2666
327.469,2498
327.591,2590
327.685,2659
327.796,2564
327.865,2455
327.921,2550
328.013,2522
328.116,2485
328.208,2558
328.323,2519
328.379,2524
328.448,2587
328.542,2649
328.630,2537
328.750,2530
328.841,2544
328.921,2597
329.015,2522
329.106,2696
329.192,2522
329.286,2570
329.387,2594
329.483,2672
329.553,2632
329.609,2514
329.720,2557
329.785,2520
329.850,2407
329.924,2575
329.979,2598
330.035,2597
330.103,2527
330.185,2612
330.291,2518
330.380,2702
330.449,2758
330.541,2572
330.657,2657
330.744,2542
330.836,2530
330.941,2539
331.022,2584
331.078,2678
331.183,2633
331.297,2563
331.396,2584
331.475,2633
331.597,2575
331.677,2607
331.759,2458
331.822,2574
331.912,2627
332.020,2676
332.110,2529
332.232,2509
332.321,2604
332.412,2544
332.519,2619
332.634,2532
332.751,2495
332.863,2575
332.972,2541
333.095,2533
333.150,2532
333.273,2529
333.331,2478
333.408,2582
333.467,2577
333.546,2613
333.657,2621
333.717,2437
333.821,2620
333.932,2650
334.011,2444
334.101,2704
334.175,2531
334.255,2644
334.343,2620
334.444,2670
334.532,2623
334.621,2616
334.715,2523
334.803,2683
334.875,2660
334.931,2616
334.995,2630
335.052,2480
335.159,2634
335.237,2657
335.331,2501
335.430,2586
335.548,2578
335.627,2631
335.734,2682
335.794,2513
335.903,2606
335.980,2609
336.098,2581
336.156,2583
336.278,2677
336.334,2535
336.446,2569
336.541,2540
336.620,2449
336.689,2441
336.806,2621
336.898,2697
336.998,2604
337.079,2666
337.172,2504
337.244,2590
337.302,2604
337.417,2561
337.495,2466
337.567,2647
337.680,2549
337.744,2641
337.829,2674
337.913,2729
338.012,2622
338.094,2605
338.202,2509
338.293,2598
338.390,2629
338.446,2628
338.562,2413
338.645,2490
338.730,2493
338.788,2625
338.901,2566
338.972,2503
339.028,2572
339.094,2527
339.193,2613
339.286,2609
339.377,2650
339.450,2496
339.506,2570
339.599,2568
339.689,2618
339.795,2568
339.876,2710
339.954,2606
340.051,2580
340.125,2504
340.244,2611
340.300,2466
340.369,2602
340.491,2552
340.613,2504
340.697,2628
340.771,2587
340.840,2638
340.929,2613
341.022,2657
341.109,2559
341.190,2751
341.276,2597
341.370,2939
341.430,6117
341.536,4994
341.606,2645
341.662,2587
341.751,2525
341.808,2546
341.918,2583
342.021,2539
342.098,2541
342.201,2675
342.276,2533
342.332,2598
342.411,2511
342.519,2668
342.610,2625
342.676,2600
342.778,2604
342.900,2772
342.967,2698
343.059,2586
343.114,2530
343.181,2661
343.247,2694
343.336,2570
343.399,2603
343.498,2597
343.564,2650
343.621,2608
343.730,2568
343.812,2548
343.906,2688
343.998,8377
344.106,10662
344.189,3191
344.245,2675
344.319,2617
344.419,2599
344.511,2681
344.586,6297
344.685,4832
344.774,2623
344.870,2570
344.946,2554
345.016,2607
345.094,2589
345.152,2598
345.255,2674
345.335,2619
345.395,2658
345.501,2662
345.592,2581
345.652,2572
345.708,2521
345.804,2565
345.900,2575
345.981,2530
346.060,2632
346.165,2625
346.264,2511
346.341,2606
346.463,2606
346.556,2594
346.612,2570
346.696,2606
346.799,2634
346.871,2623
346.936,2570
347.046,2560
347.109,2577
347.205,2587
347.305,2769
347.395,2651
347.485,2703
347.576,2471
347.639,2601
347.701,2600
347.802,2638
347.892,2606
347.949,2660
348.035,2731
348.138,2486
348.204,2541
348.305,2635
348.427,2539
348.483,2628
348.561,2432
348.646,2627
348.764,2632
348.857,2619
348.965,2517
349.021,2660
349.093,2656
349.184,2865
349.249,6625
349.321,8654
349.408,2795
349.524,2588
349.644,2599
349.745,2600
349.853,2662
349.945,2472
350.026,2741
350.129,2641
350.210,2627
350.271,2541
350.377,2626
350.451,2560
350.570,2546
350.662,2623
350.781,2667
350.882,2617
350.951,2609
351.065,2635
351.170,2628
351.260,2647
351.327,2612
351.400,3080
351.484,10743
351.577,4659
351.689,2613
351.762,2662
351.879,2543
351.982,2655
352.104,2691
352.202,2639
352.274,2618
352.341,2864
352.422,8458
352.519,5154
352.624,2638
352.705,2511
352.827,2665
352.943,2676
353.018,2724
353.074,2572
353.163,2598
353.248,2703
353.325,2575
353.424,2578
353.516,2622
