wavelength,intensity
233.095,2269
233.195,2246
233.259,2287
233.342,2300
233.452,2250
233.562,2183
233.653,2228
233.719,2280
233.808,2409
233.913,2205
234.014,2318
234.105,2246
234.182,2396
234.260,2304
234.380,2355
234.482,2266
234.572,2151
234.660,2277
234.717,2245
234.792,2218
234.881,2296
234.971,2287
235.027,2237
235.083,2244
235.149,2297
235.243,2228
235.331,2313
235.411,2249
235.517,2242
235.600,2258
235.693,2305
235.799,2317
235.855,2386
235.945,2244
236.034,2263
236.103,2301
236.205,2354
236.318,2272
236.397,2213
236.519,2291
236.602,2285
236.680,2413
236.785,2247
236.859,2323
236.963,2257
237.023,2331
237.145,2252
237.229,2283
237.317,2292
237.404,2368
237.500,2324
237.557,2332
237.613,2305
237.685,2278
237.755,2346
237.819,2343
237.903,2251
237.959,2233
238.073,2355
238.153,2208
238.247,2248
238.331,2245
238.436,2438
238.553,2315
238.642,2308
238.708,2242
238.802,2310
238.897,2361
238.953,2378
239.067,2127
239.123,2357
239.203,2385
239.293,2364
239.378,2310
239.449,2316
239.552,2330
239.645,2245
239.747,2304
239.847,2342
239.944,2369
240.045,2354
240.123,2332
240.179,2284
240.267,2226
240.345,2388
240.460,2292
240.543,2267
240.616,2169
240.738,2270
240.814,2317
240.920,2282
241.020,2441
241.109,2379
241.213,2358
241.294,2284
241.381,2442
241.479,2248
241.548,2259
241.609,2332
241.702,2301
241.761,2299
241.863,2361
241.967,2275
242.051,2248
242.156,2387
242.238,2225
242.311,2142
242.367,2360
242.435,2316
242.491,2300
242.573,2206
242.683,2290
242.766,2376
242.848,2253
242.939,2383
243.028,2289
243.104,2321
243.181,2286
243.242,2259
243.364,2308
243.439,2362
243.499,2284
243.588,2350
243.671,2378
243.770,2293
243.845,2373
243.952,2253
244.026,2237
244.134,2219
244.190,2322
244.251,2278
244.326,2287
244.415,2240
244.502,2406
244.576,2321
244.648,2298
244.703,2367
244.811,2397
244.910,2349
244.988,2193
245.097,2288
245.206,2286
245.299,2341
245.410,2341
245.506,2271
245.579,2322
245.649,2350
245.743,2306
245.823,2292
245.907,2459
246.005,2286
246.098,2324
246.167,2256
246.277,2394
246.367,2353
246.462,2361
246.556,2382
246.626,2300
246.714,2303
246.786,2263
246.883,2378
246.986,2259
247.054,2181
247.126,2271
247.211,2390
247.275,2283
247.365,2345
247.449,2375
247.518,2344
247.640,2442
247.753,2284
247.846,2347
247.912,2314
247.968,2370
248.055,2357
248.131,2434
248.195,2402
248.313,19417
248.380,10549
248.490,2302
248.546,2334
248.633,2271
248.755,2274
248.811,2221
248.902,2322
249.006,2345
249.111,2324
249.225,2329
249.325,2364
249.381,2331
249.462,2355
249.584,2415
249.675,2397
249.761,2284
249.883,2400
249.996,2396
250.063,2244
250.119,2379
250.212,2327
250.268,2306
250.342,2292
250.400,2363
250.518,2303
250.624,2288
250.727,2322
250.790,2333
250.858,2373
250.962,2301
251.061,2400
251.162,2318
251.220,2291
251.305,2353
251.365,2302
251.424,2375
251.490,2461
251.601,4942
251.667,3504
251.759,2421
251.863,2360
251.944,2433
252.025,2406
252.081,2358
252.174,2234
252.277,2311
252.358,2336
252.444,2325
252.532,2248
252.651,2340
252.754,2418
252.850,2338
252.943,2382
253.017,2323
253.133,2368
253.203,2371
253.294,2355
253.381,2344
253.482,2348
253.562,2396
253.647,2306
253.741,2397
253.824,2318
253.939,2375
254.026,2190
254.133,2450
254.245,2378
254.354,2447
254.410,2305
254.497,2355
254.590,2254
254.712,2290
254.834,2277
254.956,2430
255.054,2356
255.116,2481
255.223,2273
255.305,2313
255.374,2373
255.487,2315
255.609,2407
255.684,2336
255.772,2396
255.853,2296
255.909,2444
255.999,2299
256.055,2338
256.140,2344
256.237,2349
256.357,2407
256.448,2396
256.534,2338
256.621,2488
256.727,2319
256.783,2332
256.879,2324
256.974,2361
257.038,2270
257.141,2414
257.243,2327
257.299,2302
257.381,2271
257.461,2444
257.541,3065
257.597,4992
257.671,3374
257.758,2485
257.829,2400
257.914,2332
257.997,2297
258.072,2280
258.128,2372
258.217,2495
258.317,2328
258.425,2415
258.532,2379
258.592,2336
258.687,2350
258.743,2405
258.825,2310
258.936,2326
259.002,2319
259.067,2349
259.132,2421
259.192,2416
259.293,2811
259.349,4367
259.428,3459
259.534,2444
259.605,2362
259.722,2315
259.841,3033
259.918,10886
260.023,3940
260.143,2380
260.265,2382
260.351,2413
260.436,2304
260.531,2251
260.609,2407
260.686,2505
260.763,2418
260.852,2481
260.974,2212
261.064,2318
261.132,2330
261.242,2306
261.323,2355
261.426,2454
261.498,2305
261.593,2361
261.672,2415
261.761,2466
261.822,2323
261.922,2347
262.032,2386
262.109,2366
262.186,2442
262.300,2392
262.356,2443
262.478,2411
262.579,2398
262.671,2266
262.752,2474
262.861,2457
262.948,2351
263.029,2312
263.126,2411
263.210,2349
263.293,2336
263.360,2348
263.427,2408
263.483,2398
263.551,2606
263.625,2422
263.712,2399
263.802,2310
263.895,2458
263.963,2445
264.067,2374
264.174,2423
264.272,2326
264.328,2328
264.421,2428
264.477,2331
264.550,2459
264.642,2449
264.723,2311
264.803,2357
264.869,2481
264.954,2520
265.053,2303
265.144,2442
265.232,2318
265.310,2389
265.378,2281
265.472,2366
265.548,2413
265.637,2347
265.694,2399
265.780,2529
265.847,2323
265.958,2456
266.042,2281
266.130,2282
266.216,2328
266.302,2321
266.411,2251
266.513,2382
266.593,2307
266.649,2460
266.771,2287
266.871,2367
266.969,2397
267.087,2267
267.168,2383
267.224,2333
267.293,2419
267.360,2383
267.456,2392
267.553,2503
267.617,2436
267.719,2464
267.810,2317
267.918,2332
267.997,2294
268.071,2329
268.166,2301
268.253,2389
268.318,2424
268.374,2491
268.454,2383
268.559,2307
268.653,2414
268.748,2370
268.821,2418
268.916,2460
268.981,2411
269.099,2330
269.155,2388
269.228,2410
269.318,2441
269.429,2396
269.488,2401
269.579,2435
269.635,2495
269.724,2427
269.800,2332
269.889,2303
269.990,2456
270.057,2360
270.142,2386
270.198,2408
270.260,2448
270.355,2377
270.417,2500
270.479,2466
270.535,2340
270.638,2264
270.700,2439
270.765,2395
270.856,2280
270.944,2374
271.066,2374
271.122,2394
271.190,2374
271.282,2319
271.359,2394
271.416,2411
271.522,2352
271.611,2311
271.683,2432
271.771,2559
271.842,8581
271.901,16079
271.996,4505
272.085,2469
272.178,2352
272.234,2360
272.301,2388
272.400,2319
272.501,2444
272.576,2411
272.649,2427
272.736,2449
272.854,2408
272.959,2437
273.079,2420
273.202,2366
273.275,2302
273.349,2387
273.438,2390
273.542,2347
273.619,2361
273.725,2377
273.781,2410
273.858,2454
273.972,2344
274.084,2450
274.168,2419
274.281,2545
274.360,2491
274.440,2342
274.538,2393
274.611,2403
274.667,2352
274.749,2434
274.865,2408
274.961,2329
275.059,2343
275.147,2475
275.238,2458
275.346,2399
275.467,2357
275.523,2453
275.616,2506
275.713,2345
275.835,2383
275.900,2369
276.000,2477
276.057,2416
276.142,2458
276.198,2272
276.287,2473
276.378,2337
276.464,2310
276.560,2592
276.643,2351
276.718,2398
276.824,2456
276.880,2410
276.970,2328
277.085,2416
277.189,2444
277.254,2301
277.339,2410
277.420,2351
277.523,2367
277.620,2439
277.687,2399
277.780,2495
277.860,2347
277.961,2355
278.026,2263
278.142,2379
278.224,2343
278.298,2341
278.397,2333
278.477,2412
278.561,2370
278.643,2374
278.716,2345
278.801,2432
278.857,2474
278.940,2432
279.038,2481
279.109,2461
279.192,2410
279.275,2346
279.377,2597
279.454,4631
279.525,3980
279.607,2481
279.717,2386
279.815,2338
279.899,2379
279.996,2328
280.101,2366
280.187,2438
280.293,2341
280.403,2368
280.505,2427
280.560,2466
280.636,2480
280.716,2400
280.782,2382
280.884,2418
280.984,2390
281.058,2453
281.141,2389
281.249,2451
281.342,2302
281.416,2478
281.521,2436
281.637,2354
281.734,2396
281.824,2430
281.880,2507
281.994,2404
282.086,2403
282.186,2459
282.286,2384
282.375,2406
282.436,2548
282.516,2380
282.602,2377
282.667,2439
282.789,2457
282.893,2510
283.002,2376
283.112,2432
283.212,2460
283.268,2460
283.378,2489
283.455,2459
283.525,2531
283.592,2522
283.675,2437
283.772,2359
283.833,2494
283.903,2445
283.970,2477
284.070,2455
284.169,2311
284.273,2443
284.329,2524
284.432,2335
284.523,2465
284.630,2419
284.734,2451
284.815,2481
284.871,2431
284.927,2514
284.994,2418
285.099,2477
285.191,2456
285.282,2374
285.342,2388
285.408,2512
285.477,2561
285.599,2516
285.682,2379
285.779,2429
285.838,2544
285.923,2554
285.992,2435
286.074,2536
286.182,2482
286.280,2447
286.370,2450
286.454,2479
286.567,2469
286.679,2444
286.740,2497
286.822,2404
286.911,2462
287.029,2426
287.136,2475
287.202,2371
287.301,2540
287.382,2419
287.483,2419
287.538,2648
287.613,2463
287.703,2455
287.820,2323
287.898,2419
287.965,2517
288.044,2647
288.129,6362
288.247,3195
288.318,2371
288.381,2460
288.479,2315
288.602,2369
288.674,2447
288.776,2497
288.874,2487
288.979,2529
289.055,2571
289.153,2388
289.209,2429
289.331,2512
289.412,2395
289.474,2466
289.540,2449
289.637,2480
289.759,2448
289.815,2453
289.899,2461
290.001,2476
290.098,2371
290.163,2469
290.273,2407
290.350,2411
290.437,2476
290.513,2424
290.625,2412
290.710,2450
290.817,2500
290.917,2496
291.020,2329
291.126,2490
291.205,2496
291.261,2442
291.317,2470
291.373,2551
291.480,2472
291.537,2495
291.618,2408
291.674,2402
291.744,2498
291.799,2580
291.867,2494
291.931,2533
292.010,2422
292.104,2420
292.205,2538
292.261,2479
292.331,2506
292.432,2560
292.511,2523
292.609,2394
292.731,2435
292.830,2338
292.915,2556
292.997,2510
293.064,2578
293.120,2367
293.176,2536
293.271,3829
293.355,3475
293.450,2388
293.550,2468
293.625,2494
293.690,2437
293.769,2518
293.856,2519
293.955,2550
294.034,2421
294.147,2408
294.248,2390
294.336,2522
294.429,2443
294.539,2397
294.640,2534
294.718,2592
294.795,2464
294.884,2451
294.984,2422
295.040,2494
295.114,2518
295.184,2491
295.270,2547
295.341,2476
295.414,2583
295.470,2456
295.592,2408
295.667,2506
295.764,2462
295.859,2516
295.969,2461
296.069,2585
296.152,2528
296.262,2447
296.365,2428
296.481,2417
296.549,2396
296.605,2538
296.668,2539
296.733,2541
296.803,2500
296.861,2408
296.972,2608
297.073,2496
297.163,2409
297.268,2490
297.377,2388
297.433,2447
297.514,2544
297.586,2436
297.679,2588
297.743,2570
297.821,2526
297.903,2518
297.994,2455
298.099,2311
298.172,2417
298.270,2455
298.338,2474
298.434,2567
298.542,2498
298.632,2508
298.711,2399
298.803,2507
298.892,2498
298.975,2591
299.047,2550
299.137,2446
299.193,2378
299.262,2550
299.361,2446
299.434,2540
299.515,2436
299.601,2495
299.686,2490
299.742,2435
299.847,2503
299.938,2375
300.019,2419
300.105,2354
300.179,2464
300.250,2492
300.347,2468
300.433,2467
300.489,2513
300.574,2535
300.676,2418
300.781,2507
300.858,2556
300.930,2482
301.047,2527
301.107,2506
301.200,2549
301.300,2405
301.390,2486
301.501,2468
301.598,2536
301.680,2424
301.757,2563
301.822,2603
301.927,3021
301.993,10412
302.085,21382
302.160,6129
302.260,2530
302.373,2491
302.454,2512
302.554,2378
302.633,2481
302.702,2570
302.772,2403
302.877,2445
302.957,2411
303.026,2533
303.127,2540
303.209,2520
303.286,2494
303.370,2560
303.452,2516
303.543,2490
303.626,2482
303.727,2585
303.843,2552
303.933,2585
304.020,2514
304.103,2410
304.202,2489
304.293,2441
304.408,2622
304.508,2437
304.610,2453
304.688,2483
304.775,2477
304.869,2517
304.967,2650
305.045,2448
305.167,2393
305.257,2517
305.330,2504
305.404,2500
305.509,2485
305.631,2508
305.687,2527
305.803,2505
305.899,2431
305.981,2566
306.054,2428
306.137,2586
306.215,2516
306.300,2488
306.402,2466
306.505,2489
306.594,2524
306.685,2457
306.763,2506
306.879,2596
306.947,2488
307.049,2608
307.122,2494
307.203,2502
307.296,2434
307.397,2461
307.488,2480
307.579,2387
307.654,2566
307.724,2571
307.790,2447
307.859,2429
307.927,2386
308.039,2513
308.121,2533
308.194,2378
308.292,2508
308.389,2478
308.477,2560
308.558,2473
308.640,2618
308.739,2608
308.825,2491
308.908,2568
308.998,2559
309.076,2594
309.197,2574
309.284,2592
309.347,2555
309.457,2567
309.563,2484
309.639,2621
309.727,2532
309.796,2575
309.888,2487
309.960,2507
310.039,2519
310.127,2459
310.221,2467
310.301,2471
310.402,2439
310.458,2461
310.520,2447
310.624,2632
310.680,2555
310.746,2621
310.816,2504
310.872,2501
310.992,2541
311.066,2583
311.142,2573
311.217,2523
311.312,2475
311.425,2662
311.499,2479
311.582,2561
311.647,2521
311.721,2447
311.807,2424
311.893,2516
311.980,2527
312.059,2525
312.147,2396
312.209,2667
312.289,2498
312.350,2454
312.459,2604
312.550,2475
312.647,2486
312.703,2435
312.820,2653
312.902,2536
312.979,2530
313.048,2517
313.122,2617
313.185,2496
313.261,2563
313.361,2594
313.451,2607
313.560,2695
313.682,2473
313.769,2423
313.825,2532
313.942,2516
314.020,2475
314.126,2464
314.234,2532
314.340,2540
314.424,2419
314.514,2495
314.572,2643
314.670,2529
314.750,2508
314.857,2599
314.915,2648
315.004,2477
315.081,2463
315.137,2491
315.217,2507
315.317,2496
315.373,2534
315.462,2486
315.532,2561
315.601,2588
315.674,2573
315.771,2598
315.841,2497
315.940,2572
316.057,2496
316.154,2478
316.253,2599
316.360,2740
316.441,2531
316.520,2500
316.597,2403
316.678,2569
316.753,2580
316.816,2531
316.907,2466
316.985,2565
317.080,2547
317.161,2616
317.260,2617
317.363,2518
317.457,2604
317.572,2560
317.638,2512
317.694,2580
317.780,2543
317.856,2602
317.935,2517
318.049,2575
318.149,2447
318.260,2532
318.347,2459
318.433,2492
318.516,2553
318.597,2528
318.689,2433
318.774,2546
318.842,2622
318.949,2618
319.029,2620
319.092,2443
319.191,2529
319.290,2547
319.346,2573
319.413,2608
319.535,2655
319.655,2497
319.748,2527
319.861,2629
319.941,2448
320.047,2451
320.142,2528
320.226,2501
320.282,2486
320.342,2427
320.419,2572
320.511,2524
320.610,2482
320.707,2490
320.788,2562
320.871,2533
320.986,2605
321.078,2461
321.183,2592
321.249,2505
321.329,2483
321.446,2509
321.507,2542
321.589,2634
321.698,2461
321.774,2513
321.871,2484
321.939,2578
322.034,2354
322.117,2551
322.201,2588
322.319,2567
322.430,2530
322.546,2573
322.638,2531
322.716,2517
322.825,2648
322.935,2661
323.022,2516
323.136,2454
323.227,2484
323.326,2590
323.415,2534
323.494,2602
323.610,2568
323.701,2507
323.768,2615
323.891,2660
323.990,2560
324.097,2533
324.154,2472
324.228,2570
324.296,2498
324.375,2554
324.456,2415
324.538,2580
324.624,2455
324.719,2475
324.821,2618
324.894,2545
324.986,2485
325.087,2534
325.209,2555
325.313,2485
325.421,2521
325.500,2514
325.559,2484
325.630,2508
325.735,2538
325.802,2527
325.858,2483
325.951,2639
326.059,2543
326.166,2537
326.257,2475
326.338,2581
326.448,2541
326.550,2468
326.632,2553
326.748,2598
326.842,2540
326.920,2519
327.042,2533
327.108,2609
327.230,2544
327.319,2507
327.375,2558
327.469,2567
327.591,2575
327.685,2473
327.796,2577
327.865,2573
327.921,2624
328.013,2534
328.116,2500
328.208,2597
328.323,2557
328.379,2571
328.448,2473
328.542,2521
328.630,2645
328.750,2500
328.841,2554
328.921,2511
329.015,2535
329.106,2665
329.192,2623
329.286,2578
329.387,2671
329.483,2610
329.553,2583
329.609,2560
329.720,2617
329.785,2559
329.850,2632
329.924,2522
329.979,2589
330.035,2603
330.103,2439
330.185,2579
330.291,2633
330.380,2631
330.449,2533
330.541,2458
330.657,2610
330.744,2581
330.836,2644
330.941,2603
331.022,2685
331.078,2680
331.183,2499
331.297,2550
331.396,2514
331.475,2566
331.597,2562
331.677,2530
331.759,2595
331.822,2502
331.912,2567
332.020,2621
332.110,2531
332.232,2645
332.321,2539
332.412,2524
332.519,2475
332.634,2597
332.751,2559
332.863,2432
332.972,2538
333.095,2579
333.150,2567
333.273,2756
333.331,2621
333.408,2601
333.467,2530
333.546,2508
333.657,2626
333.717,2616
333.821,2685
333.932,2623
334.011,2668
334.101,2660
334.175,2602
334.255,2578
334.343,2577
334.444,2476
334.532,2643
334.621,2632
334.715,2635
334.803,2563
334.875,2583
334.931,2696
334.995,2570
335.052,2583
335.159,2538
335.237,2707
335.331,2571
335.430,2349
335.548,2660
335.627,2587
335.734,2561
335.794,2578
335.903,2565
335.980,2493
336.098,2645
336.156,2669
336.278,2573
336.334,2615
336.446,2579
336.541,2675
336.620,2632
336.689,2477
336.806,2612
336.898,2639
336.998,2607
337.079,2531
337.172,2579
337.244,2498
337.302,2400
337.417,2578
337.495,2514
337.567,2552
337.680,2577
337.744,2777
337.829,2536
337.913,2694
338.012,2645
338.094,2604
338.202,2693
338.293,2637
338.390,2707
338.446,2615
338.562,2611
338.645,2729
338.730,2614
338.788,2628
338.901,2616
338.972,2540
339.028,2646
339.094,2566
339.193,2540
339.286,2596
339.377,2407
339.450,2567
339.506,2712
339.599,2549
339.689,2483
339.795,2526
339.876,2589
339.954,2494
340.051,2566
340.125,2619
340.244,2466
340.300,2639
340.369,2681
340.491,2574
340.613,2613
340.697,2551
340.771,2662
340.840,2641
340.929,2545
341.022,2572
341.109,2654
341.190,2628
341.276,2498
341.370,3002
341.430,5968
341.536,4815
341.606,2653
341.662,2559
341.751,2729
341.808,2534
341.918,2520
342.021,2609
342.098,2521
342.201,2681
342.276,2536
342.332,2614
342.411,2551
342.519,2576
342.610,2616
342.676,2612
342.778,2581
342.900,2640
342.967,2602
343.059,2700
343.114,2577
343.181,2631
343.247,2598
343.336,2582
343.399,2579
343.498,2547
343.564,2638
343.621,2660
343.730,2632
343.812,2510
343.906,2646
343.998,8208
344.106,10607
344.189,3035
344.245,2573
344.319,2626
344.419,2718
344.511,2775
344.586,6150
344.685,4929
344.774,2607
344.870,2665
344.946,2695
345.016,2585
345.094,2644
345.152,2653
345.255,2584
345.335,2651
345.395,2589
345.501,2571
345.592,2685
345.652,2590
345.708,2635
345.804,2661
345.900,2675
345.981,2723
346.060,2712
346.165,2657
346.264,2640
346.341,2603
346.463,2598
346.556,2503
346.612,2734
346.696,2547
346.799,2740
346.871,2579
346.936,2592
347.046,2668
347.109,2600
347.205,2549
347.305,2629
347.395,2632
347.485,2617
347.576,2757
347.639,2570
347.701,2606
347.802,2507
347.892,2664
347.949,2661
348.035,2659
348.138,2678
348.204,2683
348.305,2635
348.427,2625
348.483,2669
348.561,2624
348.646,2625
348.764,2527
348.857,2705
348.965,2618
349.021,2721
349.093,2569
349.184,2734
349.249,6870
349.321,8809
349.408,2785
349.524,2721
349.644,2697
349.745,2617
349.853,2662
349.945,2701
350.026,2518
350.129,2643
350.210,2598
350.271,2635
350.377,2670
350.451,2624
350.570,2705
350.662,2621
350.781,2630
350.882,2480
350.951,2492
351.065,2537
351.170,2601
351.260,2694
351.327,2583
351.400,3092
351.484,10598
351.577,4719
351.689,2558
351.762,2635
351.879,2627
351.982,2537
352.104,2521
352.202,2700
352.274,2665
352.341,2838
352.422,8531
352.519,5130
352.624,2601
352.705,2686
352.827,2591
352.943,2593
353.018,2601
353.074,2659
353.163,2560
353.248,2658
353.325,2708
353.424,2619
353.516,2631
