wavelength,intensity
263.551,2345
263.625,2379
263.712,2384
263.802,2378
263.895,2376
263.963,2462
264.067,2467
264.174,2412
264.272,2402
264.328,2339
264.421,2442
264.477,2442
264.550,2377
264.642,2456
264.723,2392
264.803,2489
264.869,2274
264.954,2462
265.053,2407
265.144,2396
265.232,2477
265.310,2451
265.378,2351
265.472,2375
265.548,2409
265.637,2411
265.694,2268
265.780,2404
265.847,2463
265.958,2419
266.042,2358
266.130,2412
266.216,2430
266.302,2262
266.411,2323
266.513,2327
266.593,2426
266.649,2335
266.771,2331
266.871,2378
266.969,2391
267.087,2395
267.168,2306
267.224,2328
267.293,2504
267.360,2390
267.456,2327
267.553,2401
267.617,2309
267.719,2284
267.810,2360
267.918,2405
267.997,2305
268.071,2322
268.166,2431
268.253,2374
268.318,2452
268.374,2370
268.454,2418
268.559,2426
268.653,2374
268.748,2274
268.821,2497
268.916,2340
268.981,2399
269.099,2378
269.155,2410
269.228,2408
269.318,2386
269.429,2447
269.488,2484
269.579,2419
269.635,2389
269.724,2551
269.800,2456
269.889,2272
269.990,2498
270.057,2352
270.142,2354
270.198,2284
270.260,2436
270.355,2582
270.417,2415
270.479,2356
270.535,2455
270.638,2483
270.700,2334
270.765,2397
270.856,2345
270.944,2493
271.066,2361
271.122,2429
271.190,2396
271.282,2493
271.359,2407
271.416,2323
271.522,2370
271.611,2465
271.683,2449
271.771,2681
271.842,8473
271.901,16301
271.996,4385
272.085,2362
272.178,2329
272.234,2429
272.301,2495
272.400,2388
272.501,2458
272.576,2408
272.649,2383
272.736,2422
272.854,2484
272.959,2507
273.079,2462
273.202,2430
273.275,2502
273.349,2403
273.438,2407
273.542,2387
273.619,2402
273.725,2431
273.781,2273
273.858,2429
273.972,2410
274.084,2414
274.168,2417
274.281,2389
274.360,2358
274.440,2396
274.538,2417
274.611,2455
274.667,2531
274.749,2376
274.865,2346
274.961,2410
275.059,2482
275.147,2377
275.238,2282
275.346,2446
275.467,2392
275.523,2450
275.616,2428
275.713,2426
275.835,2398
275.900,2457
276.000,2393
276.057,2364
276.142,2397
276.198,2505
276.287,2481
276.378,2395
276.464,2455
276.560,2476
276.643,2404
276.718,2329
276.824,2344
276.880,2503
276.970,2297
277.085,2451
277.189,2544
277.254,2359
277.339,2412
277.420,2373
277.523,2380
277.620,2454
277.687,2484
277.780,2465
277.860,2421
277.961,2406
278.026,2443
278.142,2466
278.224,2442
278.298,2447
278.397,2455
278.477,2412
278.561,2382
278.643,2396
278.716,2510
278.801,2508
278.857,2374
278.940,2401
279.038,2363
279.109,2413
279.192,2364
279.275,2485
279.377,2586
279.454,4536
279.525,4074
279.607,2342
279.717,2415
279.815,2418
279.899,2405
279.996,2402
280.101,2449
280.187,2414
280.293,2421
280.403,2496
280.505,2376
280.560,2495
280.636,2467
280.716,2436
280.782,2445
280.884,2474
280.984,2397
281.058,2390
281.141,2456
281.249,2337
281.342,2468
281.416,2460
281.521,2341
281.637,2532
281.734,2508
281.824,2485
281.880,2460
281.994,2510
282.086,2476
282.186,2452
282.286,2479
282.375,2349
282.436,2548
282.516,2399
282.602,2357
282.667,2410
282.789,2388
282.893,2329
283.002,2467
283.112,2473
283.212,2367
283.268,2330
283.378,2463
283.455,2476
283.525,2468
283.592,2521
283.675,2528
283.772,2448
283.833,2366
283.903,2507
283.970,2460
284.070,2576
284.169,2430
284.273,2511
284.329,2452
284.432,2449
284.523,2461
284.630,2505
284.734,2396
284.815,2488
284.871,2394
284.927,2469
284.994,2332
285.099,2436
285.191,2424
285.282,2584
285.342,2468
285.408,2531
285.477,2458
285.599,2479
285.682,2401
285.779,2352
285.838,2555
285.923,2439
285.992,2500
286.074,2437
286.182,2442
286.280,2550
286.370,2504
286.454,2443
286.567,2416
286.679,2393
286.740,2445
286.822,2500
286.911,2485
287.029,2421
287.136,2319
287.202,2461
287.301,2491
287.382,2585
287.483,2427
287.538,2485
287.613,2368
287.703,2455
287.820,2476
287.898,2347
287.965,2487
288.044,2622
288.129,6276
288.247,3212
288.318,2565
288.381,2382
288.479,2426
288.602,2490
288.674,2544
288.776,2474
288.874,2441
288.979,2475
289.055,2620
289.153,2408
289.209,2478
289.331,2371
289.412,2460
289.474,2388
289.540,2506
289.637,2363
289.759,2571
289.815,2470
289.899,2429
290.001,2447
290.098,2584
290.163,2538
290.273,2500
290.350,2422
290.437,2432
290.513,2550
290.625,2467
290.710,2493
290.817,2469
290.917,2487
291.020,2391
291.126,2434
291.205,2500
291.261,2596
291.317,2473
291.373,2497
291.480,2406
291.537,2510
291.618,2547
291.674,2386
291.744,2601
291.799,2576
291.867,2327
291.931,2483
292.010,2483
292.104,2370
292.205,2410
292.261,2381
292.331,2445
292.432,2503
292.511,2428
292.609,2385
292.731,2420
292.830,2406
292.915,2432
292.997,2497
293.064,2433
293.120,2401
293.176,2542
293.271,3994
293.355,3591
293.450,2368
293.550,2503
293.625,2442
293.690,2436
293.769,2397
293.856,2381
293.955,2439
294.034,2486
294.147,2438
294.248,2472
294.336,2476
294.429,2460
294.539,2484
294.640,2500
294.718,2542
294.795,2537
294.884,2441
294.984,2415
295.040,2482
295.114,2475
295.184,2433
295.270,2451
295.341,2563
295.414,2530
295.470,2489
295.592,2358
295.667,2541
295.764,2570
295.859,2422
295.969,2592
296.069,2400
296.152,2519
296.262,2545
296.365,2497
296.481,2472
296.549,2530
296.605,2535
296.668,2413
296.733,2555
296.803,2590
296.861,2433
296.972,2411
297.073,2454
297.163,2322
297.268,2440
297.377,2547
297.433,2428
297.514,2481
297.586,2468
297.679,2555
297.743,2475
297.821,2380
297.903,2497
297.994,2504
298.099,2549
298.172,2504
298.270,2377
298.338,2515
298.434,2545
298.542,2429
298.632,2640
298.711,2484
298.803,2558
298.892,2522
298.975,2506
299.047,2513
299.137,2448
299.193,2408
299.262,2317
299.361,2451
299.434,2513
299.515,2559
299.601,2581
299.686,2479
299.742,2502
299.847,2607
299.938,2457
300.019,2515
300.105,2483
300.179,2482
300.250,2584
300.347,2463
300.433,2573
300.489,2523
300.574,2491
300.676,2556
300.781,2592
300.858,2549
300.930,2491
301.047,2479
301.107,2623
301.200,2338
301.300,2439
301.390,2505
301.501,2412
301.598,2583
301.680,2432
301.757,2541
301.822,2363
301.927,3084
301.993,10360
302.085,21145
302.160,6127
302.260,2411
302.373,2532
302.454,2478
302.554,2567
302.633,2375
302.702,2538
302.772,2586
302.877,2493
302.957,2353
303.026,2406
303.127,2381
303.209,2463
303.286,2452
303.370,2481
303.452,2412
303.543,2452
303.626,2408
303.727,2439
303.843,2583
303.933,2454
304.020,2561
304.103,2394
304.202,2372
304.293,2455
304.408,2573
304.508,2459
304.610,2363
304.688,2634
304.775,2479
304.869,2439
304.967,2477
305.045,2481
305.167,2413
305.257,2508
305.330,2533
305.404,2546
305.509,2434
305.631,2459
305.687,2601
305.803,2569
305.899,2538
305.981,2517
306.054,2557
306.137,2557
306.215,2485
306.300,2388
306.402,2471
306.505,2462
306.594,2457
306.685,2480
306.763,2477
306.879,2533
306.947,2471
307.049,2505
307.122,2495
307.203,2532
307.296,2617
307.397,2438
307.488,2466
307.579,2473
307.654,2550
307.724,2457
307.790,2539
307.859,2489
307.927,2500
308.039,2505
308.121,2522
308.194,2559
308.292,2531
308.389,2564
308.477,2500
308.558,2612
308.640,2581
308.739,2460
308.825,2431
308.908,2495
308.998,2535
309.076,2504
309.197,2420
309.284,2552
309.347,2448
309.457,2549
309.563,2573
309.639,2556
309.727,2486
309.796,2539
309.888,2651
309.960,2499
310.039,2537
310.127,2412
310.221,2608
310.301,2551
310.402,2465
310.458,2524
310.520,2402
310.624,2481
310.680,2528
310.746,2582
310.816,2524
310.872,2498
310.992,2493
311.066,2548
311.142,2579
311.217,2518
311.312,2453
311.425,2560
311.499,2456
311.582,2453
311.647,2651
311.721,2525
311.807,2505
311.893,2437
311.980,2432
312.059,2565
312.147,2469
312.209,2446
312.289,2555
312.350,2462
312.459,2454
312.550,2440
312.647,2515
312.703,2566
312.820,2538
312.902,2571
312.979,2603
313.048,2595
313.122,2616
313.185,2533
313.261,2524
313.361,2438
313.451,2551
313.560,2669
313.682,2594
313.769,2401
313.825,2566
313.942,2584
314.020,2550
314.126,2523
314.234,2524
314.340,2597
314.424,2500
314.514,2657
314.572,2456
314.670,2504
314.750,2526
314.857,2492
314.915,2557
315.004,2435
315.081,2490
315.137,2496
315.217,2520
315.317,2523
315.373,2496
315.462,2655
315.532,2579
315.601,2635
315.674,2590
315.771,2511
315.841,2512
315.940,2513
316.057,2581
316.154,2449
316.253,2486
316.360,2598
316.441,2487
316.520,2442
316.597,2512
316.678,2558
316.753,2487
316.816,2483
316.907,2555
316.985,2533
317.080,2632
317.161,2675
317.260,2525
317.363,2596
317.457,2464
317.572,2612
317.638,2623
317.694,2489
317.780,2507
317.856,2609
317.935,2514
318.049,2596
318.149,2494
318.260,2567
318.347,2518
318.433,2566
318.516,2520
318.597,2556
318.689,2393
318.774,2505
318.842,2697
318.949,2577
319.029,2687
319.092,2596
319.191,2518
319.290,2545
319.346,2570
319.413,2553
319.535,2526
319.655,2577
319.748,2506
319.861,2540
319.941,2504
320.047,2595
320.142,2537
320.226,2420
320.282,2387
320.342,2419
320.419,2585
320.511,2541
320.610,2603
320.707,2669
320.788,2448
320.871,2515
320.986,2656
321.078,2565
321.183,2482
321.249,2503
321.329,2531
321.446,2500
321.507,2505
321.589,2578
321.698,2529
321.774,2535
321.871,2519
321.939,2510
322.034,2479
322.117,2522
322.201,2474
322.319,2522
322.430,2662
322.546,2474
322.638,2559
322.716,2463
322.825,2508
322.935,2607
323.022,2494
323.136,2579
323.227,2528
323.326,2640
323.415,2555
323.494,2479
323.610,2429
323.701,2572
323.768,2527
323.891,2561
323.990,2471
324.097,2511
324.154,2623
324.228,2503
324.296,2515
324.375,2620
324.456,2336
324.538,2563
324.624,2715
324.719,2585
324.821,2686
324.894,2560
324.986,2497
325.087,2533
325.209,2596
325.313,2553
325.421,2535
325.500,2608
325.559,2441
325.630,2545
325.735,2518
325.802,2673
325.858,2384
325.951,2526
326.059,2514
326.166,2563
326.257,2580
326.338,2646
326.448,2536
326.550,2527
326.632,2637
326.748,2540
326.842,2577
326.920,2454
327.042,2610
327.108,2452
327.230,2549
327.319,2565
327.375,2625
327.469,2619
327.591,2572
327.685,2560
327.796,2443
327.865,2574
327.921,2676
328.013,2533
328.116,2570
328.208,2526
328.323,2540
328.379,2449
328.448,2600
328.542,2608
328.630,2446
328.750,2569
328.841,2541
328.921,2486
329.015,2619
329.106,2513
329.192,2608
329.286,2551
329.387,2586
329.483,2657
329.553,2492
329.609,2639
329.720,2616
329.785,2614
329.850,2676
329.924,2592
329.979,2531
330.035,2504
330.103,2532
330.185,2564
330.291,2551
330.380,2543
330.449,2680
330.541,2674
330.657,2540
330.744,2617
330.836,2581
330.941,2650
331.022,2548
331.078,2600
331.183,2531
331.297,2627
331.396,2567
331.475,2595
331.597,2529
331.677,2597
331.759,2570
331.822,2504
331.912,2581
332.020,2596
332.110,2581
332.232,2660
332.321,2545
332.412,2559
332.519,2637
332.634,2616
332.751,2673
332.863,2618
332.972,2752
333.095,2612
333.150,2604
333.273,2519
333.331,2541
333.408,2569
333.467,2509
333.546,2669
333.657,2653
333.717,2661
333.821,2632
333.932,2526
334.011,2702
334.101,2756
334.175,2623
334.255,2644
334.343,2602
334.444,2517
334.532,2622
334.621,2608
334.715,2551
334.803,2395
334.875,2529
334.931,2712
334.995,2643
335.052,2648
335.159,2533
335.237,2537
335.331,2723
335.430,2716
335.548,2579
335.627,2527
335.734,2580
335.794,2557
335.903,2532
335.980,2527
336.098,2660
336.156,2628
336.278,2640
336.334,2489
336.446,2658
336.541,2653
336.620,2700
336.689,2663
336.806,2538
336.898,2576
336.998,2501
337.079,2532
337.172,2629
337.244,2616
337.302,2652
337.417,2588
337.495,2649
337.567,2629
337.680,2648
337.744,2479
337.829,2627
337.913,2624
338.012,2683
338.094,2618
338.202,2675
338.293,2621
338.390,2615
338.446,2584
338.562,2627
338.645,2613
338.730,2629
338.788,2605
338.901,2641
338.972,2554
339.028,2614
339.094,2615
339.193,2475
339.286,2620
339.377,2496
339.450,2583
339.506,2567
339.599,2600
339.689,2560
339.795,2664
339.876,2535
339.954,2672
340.051,2627
340.125,2423
340.244,2616
340.300,2563
340.369,2646
340.491,2551
340.613,2497
340.697,2613
340.771,2650
340.840,2603
340.929,2609
341.022,2661
341.109,2727
341.190,2608
341.276,2620
341.370,3036
341.430,6013
341.536,4960
341.606,2654
341.662,2604
341.751,2588
341.808,2719
341.918,2503
342.021,2646
342.098,2647
342.201,2579
342.276,2673
342.332,2600
342.411,2713
342.519,2693
342.610,2578
342.676,2644
342.778,2709
342.900,2546
342.967,2505
343.059,2623
343.114,2539
343.181,2565
343.247,2569
343.336,2653
343.399,2552
343.498,2629
343.564,2703
343.621,2601
343.730,2607
343.812,2535
343.906,2725
343.998,8243
344.106,10839
344.189,3122
344.245,2623
344.319,2505
344.419,2505
344.511,2796
344.586,6209
344.685,4598
344.774,2580
344.870,2640
344.946,2651
345.016,2563
345.094,2633
345.152,2466
345.255,2630
345.335,2599
345.395,2666
345.501,2516
345.592,2686
345.652,2638
345.708,2666
345.804,2537
345.900,2630
345.981,2517
346.060,2676
346.165,2593
346.264,2633
346.341,2674
346.463,2640
346.556,2474
346.612,2606
346.696,2560
346.799,2596
346.871,2586
346.936,2638
347.046,2788
347.109,2606
347.205,2687
347.305,2711
347.395,2597
347.485,2748
347.576,2689
347.639,2695
347.701,2649
347.802,2775
347.892,2638
347.949,2536
348.035,2617
348.138,2518
348.204,2718
348.305,2592
348.427,2680
348.483,2689
348.561,2654
348.646,2649
348.764,2679
348.857,2573
348.965,2553
349.021,2634
349.093,2614
349.184,2804
349.249,6416
349.321,8852
349.408,2857
349.524,2659
349.644,2648
349.745,2557
349.853,2739
349.945,2766
350.026,2625
350.129,2535
350.210,2600
350.271,2566
350.377,2506
350.451,2468
350.570,2449
350.662,2612
350.781,2617
350.882,2610
350.951,2591
351.065,2601
351.170,2640
351.260,2626
351.327,2689
351.400,2912
351.484,10393
351.577,4754
351.689,2715
351.762,2574
351.879,2534
351.982,2632
352.104,2633
352.202,2595
352.274,2667
352.341,2835
352.422,8491
352.519,5024
352.624,2617
352.705,2619
352.827,2556
352.943,2640
353.018,2581
353.074,2619
353.163,2607
353.248,2629
353.325,2699
353.424,2550
353.516,2602
